"","Provider.State","County","Number_of_Available_Beds_by_County","Number.of.Ventilators.in.Facility_1","Number.of.Ventilators.in.Use.for.COVID.19_1","Ratio_of_available_vt"
"610","ID","Latah",1898,NA,NA,NA
"611","ID","Lemhi",861,NA,NA,NA
"612","ID","Lincoln",195,NA,NA,NA
"613","ID","Madison",3303,NA,NA,NA
"614","ID","Minidoka",657,NA,NA,NA
"615","ID","Nez Perce",8053,NA,NA,NA
"616","ID","Oneida",446,NA,NA,NA
"617","ID","Owyhee",466,NA,NA,NA
"618","ID","Payette",2038,NA,NA,NA
"619","ID","Power",150,NA,NA,NA
"620","ID","Shoshone",959,NA,NA,NA
"621","ID","Twin Falls",8200,NA,NA,NA
"622","ID","Valley",1219,NA,NA,NA
"623","ID","Washington",1704,NA,NA,NA
"624","IL","Adams",8538,NA,NA,NA
"625","IL","Alexander",794,NA,NA,NA
"626","IL","Bond",1519,NA,NA,NA
"627","IL","Boone",3448,NA,NA,NA
"628","IL","Brown",1788,NA,NA,NA
"629","IL","Bureau",3473,NA,NA,NA
"630","IL","Calhoun",572,NA,NA,NA
"631","IL","Carroll",1831,NA,NA,NA
"632","IL","Cass",3364,NA,NA,NA
"633","IL","Champaign",13852,NA,NA,NA
"634","IL","Christian",7019,NA,NA,NA
"635","IL","Clark",3966,NA,NA,NA
"636","IL","Clay",5693,NA,NA,NA
"637","IL","Clinton",7353,NA,NA,NA
"638","IL","Coles",14688,NA,NA,NA
"639","IL","Cook",466641,11319,1011,0.089
"640","IL","Crawford",1550,NA,NA,NA
"641","IL","Cumberland",911,NA,NA,NA
"642","IL","De Witt",2630,NA,NA,NA
"643","IL","DeKalb",10322,NA,NA,NA
"644","IL","Douglas",4104,NA,NA,NA
"645","IL","DuPage",88928,713,426,0.597
"646","IL","Edgar",5203,NA,NA,NA
"647","IL","Edwards",858,NA,NA,NA
"648","IL","Effingham",9289,NA,NA,NA
"649","IL","Fayette",5704,NA,NA,NA
"650","IL","Ford",2911,NA,NA,NA
"651","IL","Franklin",6441,NA,NA,NA
"652","IL","Fulton",7156,NA,NA,NA
"653","IL","Gallatin",1362,NA,NA,NA
"654","IL","Greene",1273,NA,NA,NA
"655","IL","Grundy",4772,NA,NA,NA
"656","IL","Hamilton",2045,NA,NA,NA
"657","IL","Hancock",5463,NA,NA,NA
"658","IL","Hardin",1091,NA,NA,NA
"659","IL","Henderson",1101,NA,NA,NA
"660","IL","Henry",7185,NA,NA,NA
"661","IL","Iroquois",8249,NA,NA,NA
"662","IL","Jackson",3571,NA,NA,NA
"663","IL","Jasper",702,NA,NA,NA
"664","IL","Jefferson",5366,NA,NA,NA
"665","IL","Jersey",7497,NA,NA,NA
"666","IL","Jo Daviess",1464,NA,NA,NA
"667","IL","Johnson",869,NA,NA,NA
"668","IL","Kane",35391,0,0,NA
"669","IL","Kankakee",13057,NA,NA,NA
"670","IL","Kendall",3434,NA,NA,NA
"671","IL","Knox",15387,NA,NA,NA
"672","IL","Lake",67758,1548,449,0.29
"673","IL","LaSalle",14898,NA,NA,NA
"674","IL","Lawrence",3410,NA,NA,NA
"675","IL","Lee",3985,NA,NA,NA
"676","IL","Livingston",6290,NA,NA,NA
"677","IL","Logan",5629,364,203,0.558
"678","IL","Macon",10880,NA,NA,NA
"679","IL","Macoupin",8196,NA,NA,NA
"680","IL","Madison",32927,1,1,1
"681","IL","Marion",8864,418,6,0.014
"682","IL","Marshall",3909,NA,NA,NA
"683","IL","Mason",4249,NA,NA,NA
"684","IL","Massac",3371,NA,NA,NA
"685","IL","McDonough",5477,NA,NA,NA
"686","IL","McHenry",25231,NA,NA,NA
"687","IL","McLean",12841,NA,NA,NA
"688","IL","Menard",1003,NA,NA,NA
"689","IL","Mercer",3434,NA,NA,NA
"690","IL","Monroe",3966,NA,NA,NA
"691","IL","Montgomery",7374,NA,NA,NA
"692","IL","Morgan",8083,NA,NA,NA
"693","IL","Moultrie",7227,NA,NA,NA
"694","IL","Ogle",9814,NA,NA,NA
"695","IL","Peoria",19642,NA,NA,NA
"696","IL","Perry",2538,NA,NA,NA
"697","IL","Piatt",2435,NA,NA,NA
"698","IL","Pike",4799,NA,NA,NA
"699","IL","Randolph",6497,NA,NA,NA
"700","IL","Richland",3778,NA,NA,NA
"701","IL","Rock Island",20305,NA,NA,NA
"702","IL","Saline",6259,NA,NA,NA
"703","IL","Sangamon",16883,NA,NA,NA
"704","IL","Schuyler",1462,NA,NA,NA
"705","IL","Scott",697,NA,NA,NA
"706","IL","Shelby",4645,NA,NA,NA
"707","IL","St. Clair",30195,1636,359,0.219
"708","IL","Stark",2613,NA,NA,NA
"709","IL","Stephenson",11525,NA,NA,NA
"710","IL","Tazewell",17868,NA,NA,NA
"711","IL","Union",4292,NA,NA,NA
"712","IL","Vermilion",12299,NA,NA,NA
"713","IL","Wabash",823,NA,NA,NA
"714","IL","Warren",3028,NA,NA,NA
"715","IL","Washington",1657,NA,NA,NA
"716","IL","Wayne",2027,NA,NA,NA
"717","IL","White",4623,NA,NA,NA
"718","IL","Whiteside",13671,NA,NA,NA
"719","IL","Will",40421,NA,NA,NA
"720","IL","Williamson",10215,NA,NA,NA
"721","IL","Winnebago",32790,728,0,0
"722","IL","Woodford",7139,NA,NA,NA
"723","IN","Adams",5497,NA,NA,NA
"724","IN","Allen",38533,350,1,0.003
"725","IN","Bartholomew",10373,NA,NA,NA
"726","IN","Benton",908,NA,NA,NA
"727","IN","Blackford",2331,NA,NA,NA
"728","IN","Boone",10379,NA,NA,NA
"729","IN","Brown",706,NA,NA,NA
"730","IN","Carroll",634,NA,NA,NA
"731","IN","Cass",4536,154,0,0
"732","IN","Clark",8491,630,178,0.283
"733","IN","Clay",3408,NA,NA,NA
"734","IN","Clinton",3526,NA,NA,NA
"735","IN","Crawford",494,NA,NA,NA
"736","IN","Daviess",8119,NA,NA,NA
"737","IN","Dearborn",5036,89,0,0
"738","IN","Decatur",5072,NA,NA,NA
"739","IN","DeKalb",4336,1207,217,0.18
"740","IN","Delaware",14860,NA,NA,NA
"741","IN","Dubois",8398,NA,NA,NA
"742","IN","Elkhart",16610,NA,NA,NA
"743","IN","Fayette",5144,NA,NA,NA
"744","IN","Floyd",11890,NA,NA,NA
"745","IN","Fountain",1203,NA,NA,NA
"746","IN","Franklin",2868,NA,NA,NA
"747","IN","Fulton",4734,NA,NA,NA
"748","IN","Gibson",4810,NA,NA,NA
"749","IN","Grant",15271,NA,NA,NA
"750","IN","Greene",3299,NA,NA,NA
"751","IN","Hamilton",17125,NA,NA,NA
"752","IN","Hancock",6134,NA,NA,NA
"753","IN","Harrison",1662,NA,NA,NA
"754","IN","Hendricks",17209,NA,NA,NA
"755","IN","Henry",9168,NA,NA,NA
"756","IN","Howard",10155,NA,NA,NA
"757","IN","Huntington",6264,NA,NA,NA
"758","IN","Jackson",4400,NA,NA,NA
"759","IN","Jasper",5238,NA,NA,NA
"760","IN","Jay",2554,NA,NA,NA
"761","IN","Jefferson",5363,NA,NA,NA
"762","IN","Jennings",1068,NA,NA,NA
"763","IN","Johnson",13623,984,2,0.002
"764","IN","Knox",6090,NA,NA,NA
"765","IN","Kosciusko",8727,NA,NA,NA
"766","IN","LaGrange",3657,NA,NA,NA
"767","IN","Lake",36717,NA,NA,NA
"768","IN","LaPorte",6977,NA,NA,NA
"769","IN","Lawrence",13164,NA,NA,NA
"770","IN","Madison",16869,NA,NA,NA
"771","IN","Marion",80391,1401,198,0.141
"772","IN","Marshall",5902,NA,NA,NA
"773","IN","Martin",3247,NA,NA,NA
"774","IN","Miami",4100,NA,NA,NA
"775","IN","Monroe",10777,NA,NA,NA
"776","IN","Montgomery",3638,NA,NA,NA
"777","IN","Morgan",8141,NA,NA,NA
"778","IN","Newton",769,NA,NA,NA
"779","IN","Noble",8929,NA,NA,NA
"780","IN","Ohio",953,NA,NA,NA
"781","IN","Orange",1834,NA,NA,NA
"782","IN","Owen",2002,NA,NA,NA
"783","IN","Perry",2742,NA,NA,NA
"784","IN","Pike",2686,NA,NA,NA
"785","IN","Porter",12152,1505,9,0.006
"786","IN","Posey",555,NA,NA,NA
"787","IN","Pulaski",1789,NA,NA,NA
"788","IN","Putnam",4670,NA,NA,NA
"789","IN","Randolph",1880,NA,NA,NA
"790","IN","Ripley",4304,NA,NA,NA
"791","IN","Rush",2788,NA,NA,NA
"792","IN","Scott",2405,NA,NA,NA
"793","IN","Shelby",6529,265,0,0
"794","IN","Spencer",2356,NA,NA,NA
"795","IN","St. Joseph",32523,860,2,0.002
"796","IN","Starke",1328,NA,NA,NA
"797","IN","Steuben",1427,NA,NA,NA
"798","IN","Sullivan",2558,NA,NA,NA
"799","IN","Switzerland",875,NA,NA,NA
"800","IN","Tippecanoe",17696,NA,NA,NA
"801","IN","Tipton",2207,NA,NA,NA
"802","IN","Union",1388,NA,NA,NA
"803","IN","Vanderburgh",22269,NA,NA,NA
"804","IN","Vermillion",3626,NA,NA,NA
"805","IN","Vigo",12023,265,71,0.268
"806","IN","Wabash",15977,NA,NA,NA
"807","IN","Warren",1255,NA,NA,NA
"808","IN","Warrick",9451,NA,NA,NA
"809","IN","Washington",1482,NA,NA,NA
"810","IN","Wayne",12390,772,0,0
"811","IN","Wells",3334,NA,NA,NA
"812","IN","White",2980,NA,NA,NA
"813","IN","Whitley",3991,NA,NA,NA
"814","KS","Allen",1180,NA,NA,NA
"815","KS","Anderson",797,NA,NA,NA
"816","KS","Atchison",1433,NA,NA,NA
"817","KS","Barber",376,NA,NA,NA
"818","KS","Barton",1686,NA,NA,NA
"819","KS","Bourbon",706,NA,NA,NA
"820","KS","Brown",1451,NA,NA,NA
"821","KS","Butler",8288,NA,NA,NA
"822","KS","Chase",767,NA,NA,NA
"823","KS","Chautauqua",1089,NA,NA,NA
"824","KS","Cherokee",2826,NA,NA,NA
"825","KS","Cheyenne",189,NA,NA,NA
"826","KS","Clark",401,NA,NA,NA
"827","KS","Clay",1376,NA,NA,NA
"828","KS","Cloud",2065,NA,NA,NA
"829","KS","Coffey",1290,NA,NA,NA
"830","KS","Comanche",431,NA,NA,NA
"831","KS","Cowley",5430,NA,NA,NA
"832","KS","Crawford",4795,NA,NA,NA
"833","KS","Decatur",270,NA,NA,NA
"834","KS","Dickinson",2012,NA,NA,NA
"835","KS","Doniphan",1512,NA,NA,NA
"836","KS","Douglas",6866,NA,NA,NA
"837","KS","Edwards",839,NA,NA,NA
"838","KS","Ellis",2291,NA,NA,NA
"839","KS","Ellsworth",725,NA,NA,NA
"840","KS","Finney",1542,NA,NA,NA
"841","KS","Ford",3244,NA,NA,NA
"842","KS","Franklin",1767,NA,NA,NA
"843","KS","Geary",1309,NA,NA,NA
"844","KS","Gove",457,NA,NA,NA
"845","KS","Graham",192,NA,NA,NA
"846","KS","Grant",1019,NA,NA,NA
"847","KS","Gray",360,NA,NA,NA
"848","KS","Greeley",317,NA,NA,NA
"849","KS","Greenwood",767,NA,NA,NA
"850","KS","Harper",713,NA,NA,NA
"851","KS","Harvey",3301,NA,NA,NA
"852","KS","Haskell",-102,NA,NA,NA
"853","KS","Jackson",1381,NA,NA,NA
"854","KS","Jefferson",2515,NA,NA,NA
"855","KS","Johnson",40316,1025,0,0
"856","KS","Kearny",290,NA,NA,NA
"857","KS","Kingman",822,NA,NA,NA
"858","KS","Kiowa",65,NA,NA,NA
"859","KS","Labette",2503,NA,NA,NA
"860","KS","Leavenworth",3498,NA,NA,NA
"861","KS","Lincoln",95,NA,NA,NA
"862","KS","Logan",378,NA,NA,NA
"863","KS","Lyon",2505,NA,NA,NA
"864","KS","Marion",1504,NA,NA,NA
"865","KS","Marshall",1490,NA,NA,NA
"866","KS","McPherson",3878,NA,NA,NA
"867","KS","Meade",906,NA,NA,NA
"868","KS","Miami",5616,NA,NA,NA
"869","KS","Mitchell",1354,NA,NA,NA
"870","KS","Montgomery",4050,NA,NA,NA
"871","KS","Morris",904,NA,NA,NA
"872","KS","Morton",357,NA,NA,NA
"873","KS","Nemaha",3125,NA,NA,NA
"874","KS","Neosho",2383,NA,NA,NA
"875","KS","Ness",365,NA,NA,NA
"876","KS","Norton",752,NA,NA,NA
"877","KS","Osage",1455,NA,NA,NA
"878","KS","Osborne",784,NA,NA,NA
"879","KS","Ottawa",106,NA,NA,NA
"880","KS","Pawnee",675,NA,NA,NA
"881","KS","Phillips",1145,NA,NA,NA
"882","KS","Pottawatomie",1491,NA,NA,NA
"883","KS","Pratt",592,NA,NA,NA
"884","KS","Rawlins",318,NA,NA,NA
"885","KS","Reno",3873,NA,NA,NA
"886","KS","Republic",1626,NA,NA,NA
"887","KS","Rice",1420,NA,NA,NA
"888","KS","Riley",3415,NA,NA,NA
"889","KS","Rooks",824,NA,NA,NA
"890","KS","Rush",252,NA,NA,NA
"891","KS","Russell",641,NA,NA,NA
"892","KS","Saline",4140,NA,NA,NA
"893","KS","Scott",400,NA,NA,NA
"894","KS","Sedgwick",27529,NA,NA,NA
"895","KS","Seward",1903,NA,NA,NA
"896","KS","Shawnee",13217,NA,NA,NA
"897","KS","Sheridan",131,NA,NA,NA
"898","KS","Sherman",389,NA,NA,NA
"899","KS","Smith",49,NA,NA,NA
"900","KS","Stafford",439,NA,NA,NA
"901","KS","Stanton",102,NA,NA,NA
"902","KS","Stevens",244,NA,NA,NA
"903","KS","Sumner",2278,NA,NA,NA
"904","KS","Thomas",952,NA,NA,NA
"905","KS","Trego",248,NA,NA,NA
"906","KS","Wabaunsee",1593,NA,NA,NA
"907","KS","Wallace",107,NA,NA,NA
"908","KS","Washington",1092,NA,NA,NA
"909","KS","Wichita",220,NA,NA,NA
"910","KS","Wilson",345,NA,NA,NA
"911","KS","Woodson",433,NA,NA,NA
"912","KS","Wyandotte",7992,NA,NA,NA
"913","KY","Adair",1808,NA,NA,NA
"914","KY","Allen",762,NA,NA,NA
"915","KY","Anderson",743,NA,NA,NA
"916","KY","Ballard",939,NA,NA,NA
"917","KY","Barren",4009,NA,NA,NA
"918","KY","Bath",654,NA,NA,NA
"919","KY","Bell",2722,NA,NA,NA
"920","KY","Boone",4798,NA,NA,NA
"921","KY","Bourbon",909,NA,NA,NA
"922","KY","Boyd",2306,NA,NA,NA
"923","KY","Boyle",1999,NA,NA,NA
"924","KY","Bracken",345,NA,NA,NA
"925","KY","Breathitt",2755,NA,NA,NA
"926","KY","Breckinridge",455,129,0,0
"927","KY","Bullitt",2073,NA,NA,NA
"928","KY","Butler",936,NA,NA,NA
"929","KY","Caldwell",1273,NA,NA,NA
"930","KY","Calloway",5206,NA,NA,NA
"931","KY","Campbell",4433,NA,NA,NA
"932","KY","Carlisle",518,NA,NA,NA
"933","KY","Carroll",763,NA,NA,NA
"934","KY","Carter",385,NA,NA,NA
"935","KY","Casey",1202,NA,NA,NA
"936","KY","Christian",6147,NA,NA,NA
"937","KY","Clark",2726,NA,NA,NA
"938","KY","Clay",534,NA,NA,NA
"939","KY","Clinton",405,NA,NA,NA
"940","KY","Crittenden",1676,NA,NA,NA
"941","KY","Cumberland",458,NA,NA,NA
"942","KY","Daviess",6900,NA,NA,NA
"943","KY","Edmonson",639,NA,NA,NA
"944","KY","Elliott",428,NA,NA,NA
"945","KY","Estill",627,NA,NA,NA
"946","KY","Fayette",12942,NA,NA,NA
"947","KY","Fleming",1232,NA,NA,NA
"948","KY","Floyd",1643,NA,NA,NA
"949","KY","Franklin",2155,NA,NA,NA
"950","KY","Fulton",947,NA,NA,NA
"951","KY","Gallatin",1233,NA,NA,NA
"952","KY","Garrard",481,NA,NA,NA
"953","KY","Grant",357,NA,NA,NA
"954","KY","Graves",2375,NA,NA,NA
"955","KY","Grayson",705,NA,NA,NA
"956","KY","Green",1102,NA,NA,NA
"957","KY","Greenup",2222,NA,NA,NA
"958","KY","Hancock",361,NA,NA,NA
"959","KY","Hardin",8069,NA,NA,NA
"960","KY","Harlan",1462,NA,NA,NA
"961","KY","Harrison",744,NA,NA,NA
"962","KY","Hart",863,NA,NA,NA
"963","KY","Henderson",3458,NA,NA,NA
"964","KY","Henry",195,NA,NA,NA
"965","KY","Hickman",1580,NA,NA,NA
"966","KY","Hopkins",9002,NA,NA,NA
"967","KY","Jackson",393,NA,NA,NA
"968","KY","Jefferson",55410,4262,98,0.023
"969","KY","Jessamine",7445,NA,NA,NA
"970","KY","Johnson",1210,NA,NA,NA
"971","KY","Kenton",7896,NA,NA,NA
"972","KY","Knott",456,NA,NA,NA
"973","KY","Knox",829,NA,NA,NA
"974","KY","Larue",1031,NA,NA,NA
"975","KY","Laurel",1046,NA,NA,NA
"976","KY","Lawrence",1675,NA,NA,NA
"977","KY","Leslie",243,NA,NA,NA
"978","KY","Letcher",1147,NA,NA,NA
"979","KY","Lewis",855,NA,NA,NA
"980","KY","Lincoln",1742,NA,NA,NA
"981","KY","Livingston",1332,NA,NA,NA
"982","KY","Logan",1485,NA,NA,NA
"983","KY","Lyon",928,NA,NA,NA
"984","KY","Madison",3712,NA,NA,NA
"985","KY","Magoffin",1686,NA,NA,NA
"986","KY","Marion",3253,NA,NA,NA
"987","KY","Marshall",3465,NA,NA,NA
"988","KY","Martin",408,NA,NA,NA
"989","KY","Mason",1648,NA,NA,NA
"990","KY","McCracken",5655,NA,NA,NA
"991","KY","McCreary",450,NA,NA,NA
"992","KY","McLean",660,NA,NA,NA
"993","KY","Meade",391,NA,NA,NA
"994","KY","Menifee",935,NA,NA,NA
"995","KY","Mercer",1764,NA,NA,NA
"996","KY","Metcalfe",731,NA,NA,NA
"997","KY","Monroe",650,NA,NA,NA
"998","KY","Montgomery",1307,NA,NA,NA
"999","KY","Morgan",138,NA,NA,NA
"1000","KY","Muhlenberg",922,NA,NA,NA
"1001","KY","Nelson",2001,NA,NA,NA
"1002","KY","Nicholas",362,NA,NA,NA
"1003","KY","Ohio",1634,NA,NA,NA
"1004","KY","Oldham",2455,NA,NA,NA
"1005","KY","Owen",635,NA,NA,NA
"1006","KY","Owsley",1220,NA,NA,NA
"1007","KY","Pendleton",365,NA,NA,NA
"1008","KY","Perry",2498,NA,NA,NA
"1009","KY","Pike",3706,NA,NA,NA
"1010","KY","Powell",701,NA,NA,NA
"1011","KY","Pulaski",4347,NA,NA,NA
"1012","KY","Robertson",376,NA,NA,NA
"1013","KY","Rockcastle",1753,6063,17,0.003
"1014","KY","Rowan",725,NA,NA,NA
"1015","KY","Russell",903,NA,NA,NA
"1016","KY","Scott",1172,NA,NA,NA
"1017","KY","Shelby",1186,NA,NA,NA
"1018","KY","Simpson",667,NA,NA,NA
"1019","KY","Spencer",1709,NA,NA,NA
"1020","KY","Taylor",1273,NA,NA,NA
"1021","KY","Todd",440,NA,NA,NA
"1022","KY","Trigg",446,NA,NA,NA
"1023","KY","Trimble",903,NA,NA,NA
"1024","KY","Union",529,NA,NA,NA
"1025","KY","Warren",4677,NA,NA,NA
"1026","KY","Washington",975,NA,NA,NA
"1027","KY","Wayne",344,NA,NA,NA
"1028","KY","Webster",1103,NA,NA,NA
"1029","KY","Whitley",4333,NA,NA,NA
"1030","KY","Wolfe",282,NA,NA,NA
"1031","KY","Woodford",33,NA,NA,NA
"1032","LA","Acadia",5062,NA,NA,NA
"1033","LA","Allen",3309,NA,NA,NA
"1034","LA","Ascension",4887,NA,NA,NA
"1035","LA","Avoyelles",10254,NA,NA,NA
"1036","LA","Beauregard",3410,NA,NA,NA
"1037","LA","Bienville",5454,NA,NA,NA
"1038","LA","Bossier",12605,NA,NA,NA
"1039","LA","Caddo",36201,656,164,0.25
"1040","LA","Calcasieu",32460,NA,NA,NA
"1041","LA","Caldwell",1488,NA,NA,NA
"1042","LA","Catahoula",2538,NA,NA,NA
"1043","LA","Claiborne",4402,NA,NA,NA
"1044","LA","Concordia",4873,NA,NA,NA
"1045","LA","De Soto",5188,NA,NA,NA
"1046","LA","East Baton Rouge",42287,957,654,0.683
"1047","LA","East Carroll",1895,NA,NA,NA
"1048","LA","East Feliciana",9299,NA,NA,NA
"1049","LA","Evangeline",5307,NA,NA,NA
"1050","LA","Franklin",7368,NA,NA,NA
"1051","LA","Grant",4828,NA,NA,NA
"1052","LA","Iberia",10837,NA,NA,NA
"1053","LA","Iberville",4588,627,35,0.056
"1054","LA","Jackson",1607,NA,NA,NA
"1055","LA","Jefferson",34595,NA,NA,NA
"1056","LA","Jefferson Davis",5148,NA,NA,NA
"1057","LA","Lafayette",18308,NA,NA,NA
"1058","LA","Lafourche",7690,NA,NA,NA
"1059","LA","LaSalle",4416,430,68,0.158
"1060","LA","Lincoln",5301,NA,NA,NA
"1061","LA","Livingston",1495,248,0,0
"1062","LA","Madison",2863,NA,NA,NA
"1063","LA","Morehouse",7093,NA,NA,NA
"1064","LA","Natchitoches",3890,NA,NA,NA
"1065","LA","Orleans",22000,1299,198,0.152
"1066","LA","Ouachita",15929,NA,NA,NA
"1067","LA","Plaquemines",1200,NA,NA,NA
"1068","LA","Pointe Coupee",3606,NA,NA,NA
"1069","LA","Rapides",13594,NA,NA,NA
"1070","LA","Red River",2962,NA,NA,NA
"1071","LA","Richland",7882,NA,NA,NA
"1072","LA","Sabine",6720,NA,NA,NA
"1073","LA","St. Charles",3851,NA,NA,NA
"1074","LA","St. Helena",955,NA,NA,NA
"1075","LA","St. James",1404,NA,NA,NA
"1076","LA","St. John the Baptist",5609,NA,NA,NA
"1077","LA","St. Landry",13595,NA,NA,NA
"1078","LA","St. Martin",1963,NA,NA,NA
"1079","LA","St. Mary",5219,NA,NA,NA
"1080","LA","St. Tammany",18753,1161,0,0
"1081","LA","Tangipahoa",8591,NA,NA,NA
"1082","LA","Terrebonne",6749,860,1,0.001
"1083","LA","Union",6956,NA,NA,NA
"1084","LA","Vermilion",5674,NA,NA,NA
"1085","LA","Vernon",2789,NA,NA,NA
"1086","LA","Washington",6285,NA,NA,NA
"1087","LA","Webster",9577,480,0,0
"1088","LA","West Baton Rouge",1373,NA,NA,NA
"1089","LA","West Carroll",3905,NA,NA,NA
"1090","LA","West Feliciana",940,NA,NA,NA
"1091","LA","Winn",3476,NA,NA,NA
"1092","MA","Barnstable",21164,NA,NA,NA
"1093","MA","Berkshire",12741,588,316,0.537
"1094","MA","Bristol",46783,NA,NA,NA
"1095","MA","Dukes",806,NA,NA,NA
"1096","MA","Essex",68404,NA,NA,NA
"1097","MA","Franklin",4169,NA,NA,NA
"1098","MA","Hampden",49999,NA,NA,NA
"1099","MA","Hampshire",8758,NA,NA,NA
"1100","MA","Middlesex",111930,1236,0,0
"1101","MA","Nantucket",441,NA,NA,NA
"1102","MA","Norfolk",54358,NA,NA,NA
"1103","MA","Plymouth",42791,NA,NA,NA
"1104","MA","Suffolk",41349,252,16,0.063
"1105","MA","Worcester",65495,2607,26,0.01
"1106","MD","Allegany",11108,NA,NA,NA
"1107","MD","Anne Arundel",18909,380,0,0
"1108","MD","Baltimore",57774,769,36,0.047
"1109","MD","Baltimore City",32252,4500,16,0.004
"1110","MD","Calvert",3221,NA,NA,NA
"1111","MD","Caroline",1955,NA,NA,NA
"1112","MD","Carroll",10431,396,0,0
"1113","MD","Cecil",2955,NA,NA,NA
"1114","MD","Charles",3108,NA,NA,NA
"1115","MD","Dorchester",2812,NA,NA,NA
"1116","MD","Frederick",14645,345,0,0
"1117","MD","Garrett",3806,NA,NA,NA
"1118","MD","Harford",12972,NA,NA,NA
"1119","MD","Howard",7094,232,0,0
"1120","MD","Kent",3035,NA,NA,NA
"1121","MD","Montgomery",49606,838,2,0.002
"1122","MD","Prince George's",28444,4933,1,0
"1123","MD","Queen Anne's",1727,NA,NA,NA
"1124","MD","Somerset",1791,NA,NA,NA
"1125","MD","St. Mary's",6485,NA,NA,NA
"1126","MD","Talbot",5669,NA,NA,NA
"1127","MD","Washington",10679,1032,0,0
"1128","MD","Wicomico",7722,NA,NA,NA
"1129","MD","Worcester",4966,370,1,0.003
"1130","ME","Androscoggin",4218,NA,NA,NA
"1131","ME","Aroostook",4000,NA,NA,NA
"1132","ME","Cumberland",15036,252,0,0
"1133","ME","Franklin",1227,NA,NA,NA
"1134","ME","Hancock",1255,NA,NA,NA
"1135","ME","Kennebec",5347,NA,NA,NA
"1136","ME","Knox",2086,NA,NA,NA
"1137","ME","Lincoln",2124,NA,NA,NA
"1138","ME","Oxford",1777,NA,NA,NA
"1139","ME","Penobscot",7120,NA,NA,NA
"1140","ME","Piscataquis",820,NA,NA,NA
"1141","ME","Sagadahoc",314,NA,NA,NA
"1142","ME","Somerset",1763,NA,NA,NA
"1143","ME","Waldo",1173,NA,NA,NA
"1144","ME","Washington",1366,NA,NA,NA
"1145","ME","York",6779,NA,NA,NA
"1146","MI","Alcona",1078,NA,NA,NA
"1147","MI","Alger",1002,NA,NA,NA
"1148","MI","Allegan",5841,NA,NA,NA
"1149","MI","Alpena",1657,NA,NA,NA
"1150","MI","Antrim",1090,NA,NA,NA
"1151","MI","Arenac",457,NA,NA,NA
"1152","MI","Baraga",666,NA,NA,NA
"1153","MI","Barry",1855,NA,NA,NA
"1154","MI","Bay",9499,NA,NA,NA
"1155","MI","Benzie",902,NA,NA,NA
"1156","MI","Berrien",9774,NA,NA,NA
"1157","MI","Branch",1867,NA,NA,NA
"1158","MI","Calhoun",7786,NA,NA,NA
"1159","MI","Cass",1929,NA,NA,NA
"1160","MI","Charlevoix",1513,NA,NA,NA
"1161","MI","Cheboygan",1095,NA,NA,NA
"1162","MI","Chippewa",2122,NA,NA,NA
"1163","MI","Clare",1869,NA,NA,NA
"1164","MI","Clinton",5583,NA,NA,NA
"1165","MI","Crawford",1570,NA,NA,NA
"1166","MI","Delta",2752,NA,NA,NA
"1167","MI","Dickinson",2381,NA,NA,NA
"1168","MI","Eaton",4305,NA,NA,NA
"1169","MI","Emmet",2969,NA,NA,NA
"1170","MI","Genesee",26723,2328,4,0.002
"1171","MI","Gladwin",1681,470,0,0
"1172","MI","Gogebic",1480,NA,NA,NA
"1173","MI","Grand Traverse",5769,NA,NA,NA
"1174","MI","Gratiot",5347,307,0,0
"1175","MI","Hillsdale",2011,NA,NA,NA
"1176","MI","Houghton",2920,NA,NA,NA
"1177","MI","Huron",1625,NA,NA,NA
"1178","MI","Ingham",12688,1111,3,0.003
"1179","MI","Ionia",3346,NA,NA,NA
"1180","MI","Iosco",2332,NA,NA,NA
"1181","MI","Iron",3577,NA,NA,NA
"1182","MI","Isabella",3316,NA,NA,NA
"1183","MI","Jackson",9969,NA,NA,NA
"1184","MI","Kalamazoo",9549,NA,NA,NA
"1185","MI","Kalkaska",713,NA,NA,NA
"1186","MI","Kent",23635,NA,NA,NA
"1187","MI","Lake",927,NA,NA,NA
"1188","MI","Lapeer",3186,NA,NA,NA
"1189","MI","Leelanau",1149,NA,NA,NA
"1190","MI","Lenawee",6770,0,0,NA
"1191","MI","Livingston",7457,930,0,0
"1192","MI","Luce",452,NA,NA,NA
"1193","MI","Mackinac",41,NA,NA,NA
"1194","MI","Macomb",50459,275,0,0
"1195","MI","Manistee",1600,NA,NA,NA
"1196","MI","Marquette",7052,NA,NA,NA
"1197","MI","Mason",2010,NA,NA,NA
"1198","MI","Mecosta",2909,NA,NA,NA
"1199","MI","Menominee",2028,NA,NA,NA
"1200","MI","Midland",5130,NA,NA,NA
"1201","MI","Missaukee",1203,NA,NA,NA
"1202","MI","Monroe",6981,NA,NA,NA
"1203","MI","Montcalm",2741,342,32,0.094
"1204","MI","Montmorency",138,NA,NA,NA
"1205","MI","Muskegon",8088,NA,NA,NA
"1206","MI","Newaygo",4198,NA,NA,NA
"1207","MI","Oakland",70792,1367,343,0.251
"1208","MI","Oceana",1464,NA,NA,NA
"1209","MI","Ogemaw",2292,NA,NA,NA
"1210","MI","Ontonagon",423,NA,NA,NA
"1211","MI","Osceola",385,NA,NA,NA
"1212","MI","Oscoda",293,NA,NA,NA
